id,v1,v2,type,direction,distance
425,145,628,strefa ruchu uspokojonego 20 i 30 km/h,2,37.337165542
426,629,402,kontraruch,2,51.8557496779
427,630,631,droga dla rowerow,2,181.700433481
428,631,632,droga dla rowerow,2,11.9982850759
429,631,633,droga dla rowerow,2,7.78460951088
430,634,635,droga dla rowerow,2,7.89996603221
431,636,637,droga dla rowerow,2,122.647608584
432,638,639,droga dla rowerow,2,221.026988747
433,640,422,droga dla rowerow,2,304.394200286
434,641,642,strefa ruchu uspokojonego 20 i 30 km/h,2,20.9770697831
435,643,644,strefa ruchu uspokojonego 20 i 30 km/h,2,213.878904106
436,645,643,strefa ruchu uspokojonego 20 i 30 km/h,2,197.540824126
437,646,641,strefa ruchu uspokojonego 20 i 30 km/h,2,66.5243677162
438,647,646,strefa ruchu uspokojonego 20 i 30 km/h,2,107.717194318
439,648,647,strefa ruchu uspokojonego 20 i 30 km/h,2,62.2379230809
440,375,649,lacznik drogowy,1,3.74202936291
441,376,364,lacznik drogowy,1,6.52497298588
442,650,376,lacznik drogowy,1,26.7423701531
443,651,652,strefa ruchu uspokojonego 20 i 30 km/h,2,17.3758881509
444,653,78,strefa ruchu uspokojonego 20 i 30 km/h,2,40.8935418751
445,654,82,strefa ruchu uspokojonego 20 i 30 km/h,2,80.4319793037
446,81,651,strefa ruchu uspokojonego 20 i 30 km/h,2,10.0083534061
447,79,654,strefa ruchu uspokojonego 20 i 30 km/h,2,92.3274396817
448,655,82,strefa ruchu uspokojonego 20 i 30 km/h,2,152.735632529
449,80,656,strefa ruchu uspokojonego 20 i 30 km/h,2,90.9834327196
450,657,80,strefa ruchu uspokojonego 20 i 30 km/h,2,112.163525452
451,658,659,strefa ruchu uspokojonego 20 i 30 km/h,2,30.0283785538
452,660,661,strefa ruchu uspokojonego 20 i 30 km/h,2,50.4042367528
453,430,662,strefa ruchu uspokojonego 20 i 30 km/h,2,70.6112168452
454,663,664,strefa ruchu uspokojonego 20 i 30 km/h,2,74.1570275234
455,665,666,strefa ruchu uspokojonego 20 i 30 km/h,2,208.804020937
456,666,667,strefa ruchu uspokojonego 20 i 30 km/h,2,77.6083551947
457,668,669,strefa ruchu uspokojonego 20 i 30 km/h,2,200.943240643
458,670,671,strefa ruchu uspokojonego 20 i 30 km/h,2,299.566525162
459,672,673,strefa ruchu uspokojonego 20 i 30 km/h,2,53.1740010766
460,674,672,strefa ruchu uspokojonego 20 i 30 km/h,2,50.9395458218
461,675,674,strefa ruchu uspokojonego 20 i 30 km/h,2,22.5651660252
462,676,677,strefa ruchu uspokojonego 20 i 30 km/h,2,86.1064276136
463,678,679,droga dla pieszych i rowerow,2,229.626478609
464,680,681,droga dla pieszych i rowerow,2,26.9506242983
465,411,680,droga dla pieszych i rowerow,2,42.3048442448
466,682,683,droga dla pieszych i rowerow,2,31.4986899606
467,411,682,droga dla pieszych i rowerow,2,162.659611667
468,684,685,droga dla pieszych i rowerow,2,133.224512493
469,686,412,droga dla pieszych i rowerow,2,50.3661097357
470,681,686,droga dla pieszych i rowerow,2,121.518729674
471,687,686,droga dla pieszych i rowerow,2,9.84719229385
472,688,687,droga dla pieszych i rowerow,2,57.3069619566
473,689,690,droga dla pieszych i rowerow,2,104.127065678
474,378,691,droga dla pieszych i rowerow,2,45.6360244882
475,692,693,droga dla pieszych i rowerow,2,9.42889008367
476,694,692,droga dla pieszych i rowerow,2,145.564350238
477,695,693,droga dla pieszych i rowerow,2,64.3118286425
478,696,697,lacznik drogowy,2,78.5342882805
479,697,698,lacznik drogowy,2,58.4163427493
480,699,700,strefa ruchu uspokojonego 20 i 30 km/h,2,0.0625050397968
481,661,701,strefa ruchu uspokojonego 20 i 30 km/h,2,54.4366897745
482,702,703,strefa ruchu uspokojonego 20 i 30 km/h,2,55.8885330056
483,704,705,strefa ruchu uspokojonego 20 i 30 km/h,2,53.7897920013
484,706,707,droga dla rowerow,2,81.2543076055
485,708,709,droga dla rowerow,2,37.9033085877
486,710,711,droga dla rowerow,2,26.0969244809
487,712,713,strefa ruchu uspokojonego 20 i 30 km/h,2,12.2734416306
488,714,715,droga dla rowerow,2,17.9834238445
489,75,716,strefa ruchu uspokojonego 20 i 30 km/h,2,5.29593294708
490,717,718,droga dla rowerow,1,25.3268117984
491,719,720,lacznik drogowy,2,4.55229095433
492,721,719,lacznik drogowy,2,2.67547318619
493,722,723,pas ruchu dla rowerow,1,97.7837692859
494,724,725,trasa na walach,2,0.247819712695
495,726,727,droga dla rowerow,2,360.020184919
496,727,728,droga dla rowerow,2,36.2990207385
497,729,730,droga dla rowerow,1,52.5604400614
498,731,732,strefa ruchu uspokojonego 20 i 30 km/h,2,45.788552234
499,733,734,strefa ruchu uspokojonego 20 i 30 km/h,2,28.1913457022
500,735,734,lacznik drogowy,2,27.3363584326
501,736,737,pas ruchu dla rowerow,1,0.104621412722
502,707,738,pas ruchu dla rowerow,1,0.00446430285711
503,739,740,pas ruchu dla rowerow,2,2.64723964914
504,741,742,pas ruchu dla rowerow,1,1.10237343945
505,743,741,pas ruchu dla rowerow,1,0.0829957227814
506,744,741,lacznik drogowy,1,7.25379746684
507,742,745,lacznik drogowy,1,7.2587330203
508,745,744,pas ruchu dla rowerow,1,1.09044538148
509,746,747,mozliwosc przejazdu,2,27.2514581307
510,485,486,kontraruch,2,21.5606485656
511,489,484,kontraruch,2,130.063088157
512,748,749,strefa ruchu uspokojonego 20 i 30 km/h,2,32.756949797
513,750,751,droga dla rowerow,2,26.6862197492
514,751,752,droga dla rowerow,2,20.5033956721
515,753,754,strefa ruchu uspokojonego 20 i 30 km/h,2,163.475133596
516,754,755,strefa ruchu uspokojonego 20 i 30 km/h,2,136.382044478
517,756,757,strefa ruchu uspokojonego 20 i 30 km/h,2,147.566531224
518,758,756,strefa ruchu uspokojonego 20 i 30 km/h,2,69.2112426279
519,759,760,strefa ruchu uspokojonego 20 i 30 km/h,2,96.13866698
520,761,762,strefa ruchu uspokojonego 20 i 30 km/h,2,15.7591537763
521,760,763,strefa ruchu uspokojonego 20 i 30 km/h,2,338.416861495
522,764,765,strefa ruchu uspokojonego 20 i 30 km/h,2,28.3358178978
523,764,766,strefa ruchu uspokojonego 20 i 30 km/h,2,51.9879930716
524,766,764,strefa ruchu uspokojonego 20 i 30 km/h,2,127.913272649
525,767,766,strefa ruchu uspokojonego 20 i 30 km/h,2,30.1274194215
526,768,769,strefa ruchu uspokojonego 20 i 30 km/h,2,58.5418663054
527,770,771,strefa ruchu uspokojonego 20 i 30 km/h,2,27.0083533106
528,772,773,strefa ruchu uspokojonego 20 i 30 km/h,2,72.4708906898
529,771,774,strefa ruchu uspokojonego 20 i 30 km/h,2,31.5125806727
530,774,769,strefa ruchu uspokojonego 20 i 30 km/h,2,36.5545069189
531,775,768,strefa ruchu uspokojonego 20 i 30 km/h,2,100.75675584
532,776,774,strefa ruchu uspokojonego 20 i 30 km/h,2,40.9335816961
533,777,778,droga dla pieszych i rowerow,2,27.5902672288
534,779,780,droga dla pieszych i rowerow,2,125.59717497
535,781,779,droga dla pieszych i rowerow,2,77.3625639791
536,779,782,droga dla pieszych i rowerow,2,39.0743821726
537,783,782,droga dla pieszych i rowerow,2,50.8090686055
538,781,784,droga dla pieszych i rowerow,2,32.8630038374
539,785,784,droga dla pieszych i rowerow,2,33.6979879077
540,786,787,droga dla pieszych i rowerow,2,9.74948856355
541,788,789,droga dla pieszych i rowerow,2,649.781285257
542,789,790,droga dla pieszych i rowerow,2,41.4045934999
543,790,781,droga dla pieszych i rowerow,2,206.411914634
544,791,790,droga dla pieszych i rowerow,2,37.5356075329
545,784,791,droga dla pieszych i rowerow,2,214.711580449
546,792,793,droga dla pieszych i rowerow,2,203.289588955
547,793,794,droga dla pieszych i rowerow,2,19.9422682872
548,795,796,droga dla rowerow,2,346.118248732
549,797,798,pas ruchu dla rowerow,1,7.59091407671
550,799,800,lacznik drogowy,1,10.9929937915
551,801,802,droga dla rowerow,2,12.4592884307
552,803,802,droga dla rowerow,2,1.47560400176
553,804,803,lacznik drogowy,1,20.2048947259
554,805,806,pas ruchu dla rowerow,1,6.76543178867
555,554,807,strefa ruchu uspokojonego 20 i 30 km/h,2,8.18756160282
556,807,808,strefa ruchu uspokojonego 20 i 30 km/h,2,56.4594475455
557,554,809,strefa ruchu uspokojonego 20 i 30 km/h,2,196.602031361
558,810,811,strefa ruchu uspokojonego 20 i 30 km/h,2,31.389688082
559,812,810,strefa ruchu uspokojonego 20 i 30 km/h,2,141.652449869
560,813,812,strefa ruchu uspokojonego 20 i 30 km/h,2,49.1672956602
561,814,813,strefa ruchu uspokojonego 20 i 30 km/h,2,61.5162974394
562,815,810,strefa ruchu uspokojonego 20 i 30 km/h,2,143.652236318
563,815,550,strefa ruchu uspokojonego 20 i 30 km/h,2,33.6327652446
564,816,815,strefa ruchu uspokojonego 20 i 30 km/h,2,105.925166863
565,816,553,strefa ruchu uspokojonego 20 i 30 km/h,2,34.2296694903
566,816,817,strefa ruchu uspokojonego 20 i 30 km/h,2,39.4737665746
567,818,807,strefa ruchu uspokojonego 20 i 30 km/h,2,223.392844927
568,819,818,strefa ruchu uspokojonego 20 i 30 km/h,2,61.3280134946
569,820,818,strefa ruchu uspokojonego 20 i 30 km/h,2,104.077085191
570,821,822,strefa ruchu uspokojonego 20 i 30 km/h,2,61.8746067532
571,823,822,strefa ruchu uspokojonego 20 i 30 km/h,2,110.875813178
572,823,824,strefa ruchu uspokojonego 20 i 30 km/h,2,58.2839940006
573,813,823,strefa ruchu uspokojonego 20 i 30 km/h,2,103.986664833
574,825,826,strefa ruchu uspokojonego 20 i 30 km/h,2,57.2162298654
575,827,828,strefa ruchu uspokojonego 20 i 30 km/h,2,81.1559377537
576,551,550,strefa ruchu uspokojonego 20 i 30 km/h,2,91.5255237322
577,829,547,strefa ruchu uspokojonego 20 i 30 km/h,2,26.5779997926
578,590,830,strefa ruchu uspokojonego 20 i 30 km/h,2,86.1951675634
579,831,832,strefa ruchu uspokojonego 20 i 30 km/h,2,149.284138078
580,830,832,strefa ruchu uspokojonego 20 i 30 km/h,2,17.2676085827
581,833,831,strefa ruchu uspokojonego 20 i 30 km/h,2,74.8023809504
582,834,833,strefa ruchu uspokojonego 20 i 30 km/h,2,9.69424452962
583,835,249,strefa ruchu uspokojonego 20 i 30 km/h,2,69.3722666919
584,835,826,strefa ruchu uspokojonego 20 i 30 km/h,2,21.3835536227
585,836,835,strefa ruchu uspokojonego 20 i 30 km/h,2,64.2536971004
586,836,825,strefa ruchu uspokojonego 20 i 30 km/h,2,19.1220823245
587,837,836,strefa ruchu uspokojonego 20 i 30 km/h,2,69.4264140711
588,837,828,strefa ruchu uspokojonego 20 i 30 km/h,2,24.886222542
589,838,837,strefa ruchu uspokojonego 20 i 30 km/h,2,62.927975276
590,827,838,strefa ruchu uspokojonego 20 i 30 km/h,2,19.973958694
591,838,839,strefa ruchu uspokojonego 20 i 30 km/h,2,79.7461145589
592,840,841,strefa ruchu uspokojonego 20 i 30 km/h,2,204.516985162
593,842,843,strefa ruchu uspokojonego 20 i 30 km/h,2,74.5019159561
594,843,844,strefa ruchu uspokojonego 20 i 30 km/h,2,453.267063571
595,845,846,strefa ruchu uspokojonego 20 i 30 km/h,2,236.718457872
596,847,848,pas ruchu dla rowerow,2,22.2004351955
597,848,849,pas ruchu dla rowerow,2,9.92424317517
598,849,850,pas ruchu dla rowerow,2,14.0021445637
599,850,851,droga dla rowerow,2,107.914676658
600,852,853,droga dla rowerow,2,8.14470291667
601,617,854,strefa ruchu uspokojonego 20 i 30 km/h,2,85.6273968543
602,855,856,strefa ruchu uspokojonego 20 i 30 km/h,2,45.5803843902
603,857,855,strefa ruchu uspokojonego 20 i 30 km/h,2,189.446484893
604,858,859,strefa ruchu uspokojonego 20 i 30 km/h,2,22.5224000903
605,860,858,strefa ruchu uspokojonego 20 i 30 km/h,2,113.469299318
606,861,862,strefa ruchu uspokojonego 20 i 30 km/h,2,95.8146224726
607,859,861,strefa ruchu uspokojonego 20 i 30 km/h,2,80.0334752502
608,863,860,strefa ruchu uspokojonego 20 i 30 km/h,2,59.8359501357
609,279,864,strefa ruchu uspokojonego 20 i 30 km/h,2,227.211933071
610,865,866,strefa ruchu uspokojonego 20 i 30 km/h,2,62.3843261111
611,867,868,strefa ruchu uspokojonego 20 i 30 km/h,2,68.652481754
612,869,870,strefa ruchu uspokojonego 20 i 30 km/h,2,41.1293836168
613,871,872,strefa ruchu uspokojonego 20 i 30 km/h,2,249.897141577
614,872,873,strefa ruchu uspokojonego 20 i 30 km/h,2,88.7300202562
615,871,874,strefa ruchu uspokojonego 20 i 30 km/h,2,134.476994814
616,873,875,strefa ruchu uspokojonego 20 i 30 km/h,2,296.229649623
617,872,876,strefa ruchu uspokojonego 20 i 30 km/h,2,56.5601073682
618,877,878,strefa ruchu uspokojonego 20 i 30 km/h,2,86.7511392813
619,879,880,strefa ruchu uspokojonego 20 i 30 km/h,2,139.594925807
620,881,882,strefa ruchu uspokojonego 20 i 30 km/h,2,126.022186464
621,883,884,strefa ruchu uspokojonego 20 i 30 km/h,2,9.85966186033
622,884,881,strefa ruchu uspokojonego 20 i 30 km/h,2,57.4782749456
623,885,648,strefa ruchu uspokojonego 20 i 30 km/h,2,310.462568316
624,644,885,strefa ruchu uspokojonego 20 i 30 km/h,2,92.1328992647
625,646,886,strefa ruchu uspokojonego 20 i 30 km/h,2,67.7071321149
626,887,300,kontraruch,2,175.515860348
627,888,889,strefa ruchu uspokojonego 20 i 30 km/h,2,218.926469483
628,890,36,strefa ruchu uspokojonego 20 i 30 km/h,2,10.4058157058
629,891,892,strefa ruchu uspokojonego 20 i 30 km/h,2,27.203748161
630,893,894,strefa ruchu uspokojonego 20 i 30 km/h,2,154.190294581
631,892,895,lacznik drogowy,2,176.454746619
632,896,897,strefa ruchu uspokojonego 20 i 30 km/h,2,163.715890607
633,898,899,strefa ruchu uspokojonego 20 i 30 km/h,2,202.274255405
634,900,896,strefa ruchu uspokojonego 20 i 30 km/h,2,47.2313945079
635,901,902,strefa ruchu uspokojonego 20 i 30 km/h,2,63.2709651197
636,902,903,strefa ruchu uspokojonego 20 i 30 km/h,2,218.345534878
637,899,901,strefa ruchu uspokojonego 20 i 30 km/h,2,132.734819285
638,903,900,strefa ruchu uspokojonego 20 i 30 km/h,2,44.8246690763
639,904,905,strefa ruchu uspokojonego 20 i 30 km/h,2,97.4489488002
640,906,230,droga dla rowerow,1,411.9663435
641,202,907,droga dla rowerow,1,10.2137445562
642,907,908,droga dla rowerow,1,93.0675347889
643,909,910,droga dla rowerow,1,120.679459722
644,911,912,droga dla rowerow,2,23.2125788232
645,673,676,strefa ruchu uspokojonego 20 i 30 km/h,2,45.2468021567
646,913,914,strefa ruchu uspokojonego 20 i 30 km/h,2,207.931947608
647,913,915,strefa ruchu uspokojonego 20 i 30 km/h,2,122.613587036
648,916,917,strefa ruchu uspokojonego 20 i 30 km/h,2,97.569497942
649,918,357,strefa ruchu uspokojonego 20 i 30 km/h,2,139.622618657
650,919,920,strefa ruchu uspokojonego 20 i 30 km/h,2,12.08851456
651,921,922,strefa ruchu uspokojonego 20 i 30 km/h,2,68.0596315133
652,923,924,strefa ruchu uspokojonego 20 i 30 km/h,2,33.5535194442
653,925,919,strefa ruchu uspokojonego 20 i 30 km/h,2,160.136745395
654,920,921,strefa ruchu uspokojonego 20 i 30 km/h,2,51.8186467686
655,922,923,strefa ruchu uspokojonego 20 i 30 km/h,2,52.7609680855
656,926,927,strefa ruchu uspokojonego 20 i 30 km/h,2,71.6405375232
657,924,928,strefa ruchu uspokojonego 20 i 30 km/h,2,117.863619945
658,929,930,strefa ruchu uspokojonego 20 i 30 km/h,1,92.1404972835
659,931,932,strefa ruchu uspokojonego 20 i 30 km/h,1,75.3107798015
660,929,933,strefa ruchu uspokojonego 20 i 30 km/h,2,55.0336604212
661,933,931,strefa ruchu uspokojonego 20 i 30 km/h,2,50.3297244584
662,933,934,strefa ruchu uspokojonego 20 i 30 km/h,2,68.6211555668
663,929,931,strefa ruchu uspokojonego 20 i 30 km/h,2,228.78310712
664,935,936,strefa ruchu uspokojonego 20 i 30 km/h,2,167.540266194
665,49,935,strefa ruchu uspokojonego 20 i 30 km/h,2,131.843886691
666,937,938,strefa ruchu uspokojonego 20 i 30 km/h,2,89.6672892951
667,939,704,strefa ruchu uspokojonego 20 i 30 km/h,2,48.45721842
668,940,937,strefa ruchu uspokojonego 20 i 30 km/h,2,13.5241309148
669,940,939,strefa ruchu uspokojonego 20 i 30 km/h,2,68.0300607579
670,941,939,strefa ruchu uspokojonego 20 i 30 km/h,2,80.2141987907
671,942,943,strefa ruchu uspokojonego 20 i 30 km/h,2,75.4914153314
672,943,944,strefa ruchu uspokojonego 20 i 30 km/h,2,40.6218701832
673,945,943,strefa ruchu uspokojonego 20 i 30 km/h,2,33.7160801113
674,945,946,strefa ruchu uspokojonego 20 i 30 km/h,2,73.2241144741
675,947,945,strefa ruchu uspokojonego 20 i 30 km/h,2,19.428809018
676,947,948,strefa ruchu uspokojonego 20 i 30 km/h,2,32.751034895
677,949,950,strefa ruchu uspokojonego 20 i 30 km/h,2,71.5901514258
678,951,952,strefa ruchu uspokojonego 20 i 30 km/h,2,295.751131728
679,953,954,strefa ruchu uspokojonego 20 i 30 km/h,2,134.418843432
680,955,956,strefa ruchu uspokojonego 20 i 30 km/h,2,182.590923622
681,956,957,strefa ruchu uspokojonego 20 i 30 km/h,2,175.407204283
682,958,959,strefa ruchu uspokojonego 20 i 30 km/h,2,157.479115317
683,960,697,lacznik drogowy,2,84.0878004508
684,961,962,strefa ruchu uspokojonego 20 i 30 km/h,2,79.3725994072
685,963,964,strefa ruchu uspokojonego 20 i 30 km/h,2,4.57574475687
686,965,966,droga dla rowerow,1,91.0619598094
687,967,968,mozliwosc przejazdu,2,93.2870836333
688,969,967,mozliwosc przejazdu,1,7.78324428307
689,967,970,mozliwosc przejazdu,2,8.89291567582
690,747,469,mozliwosc przejazdu,2,100.691074214
691,971,747,mozliwosc przejazdu,2,95.2475042562
692,469,470,droga dla rowerow,2,24.7602404731
693,972,973,mozliwosc przejazdu,2,393.601754768
694,472,974,droga dla rowerow,2,86.2122291738
695,975,976,mozliwosc przejazdu,2,52.9023437939
696,977,976,trasa na walach,2,562.224193836
697,978,979,mozliwosc przejazdu,2,21.9678745734
698,976,979,trasa na walach,2,157.406855987
699,980,981,strefa ruchu uspokojonego 20 i 30 km/h,2,328.950577744
700,982,983,strefa ruchu uspokojonego 20 i 30 km/h,2,44.3844003921
701,984,983,strefa ruchu uspokojonego 20 i 30 km/h,2,46.8193787164
702,985,986,strefa ruchu uspokojonego 20 i 30 km/h,2,63.175812165
703,987,988,strefa ruchu uspokojonego 20 i 30 km/h,2,17.9993645528
704,989,990,strefa ruchu uspokojonego 20 i 30 km/h,2,255.634793161
705,991,146,strefa ruchu uspokojonego 20 i 30 km/h,2,15.8088660605
706,145,991,strefa ruchu uspokojonego 20 i 30 km/h,2,164.422635674
707,992,991,strefa ruchu uspokojonego 20 i 30 km/h,2,124.343609753
708,993,994,strefa ruchu uspokojonego 20 i 30 km/h,2,52.2654017606
709,995,263,strefa ruchu uspokojonego 20 i 30 km/h,2,43.5336600869
710,993,996,strefa ruchu uspokojonego 20 i 30 km/h,2,48.723683668
711,994,997,strefa ruchu uspokojonego 20 i 30 km/h,2,99.8905928411
712,997,995,strefa ruchu uspokojonego 20 i 30 km/h,2,52.8354588523
713,998,999,strefa ruchu uspokojonego 20 i 30 km/h,2,29.4661663099
714,1000,1001,strefa ruchu uspokojonego 20 i 30 km/h,2,10.2136916719
715,998,1000,strefa ruchu uspokojonego 20 i 30 km/h,2,37.7207232887
716,1002,775,strefa ruchu uspokojonego 20 i 30 km/h,2,79.1843966537
717,1003,1004,strefa ruchu uspokojonego 20 i 30 km/h,2,100.583250509
718,1005,1006,strefa ruchu uspokojonego 20 i 30 km/h,2,25.0089847315
719,1005,1007,strefa ruchu uspokojonego 20 i 30 km/h,2,79.8109672877
720,1007,1008,strefa ruchu uspokojonego 20 i 30 km/h,2,69.2569710253
721,1006,1009,strefa ruchu uspokojonego 20 i 30 km/h,2,115.901952502
722,1009,1010,strefa ruchu uspokojonego 20 i 30 km/h,2,27.874407516
723,1011,1012,strefa ruchu uspokojonego 20 i 30 km/h,2,37.7151047026
724,1012,1013,strefa ruchu uspokojonego 20 i 30 km/h,2,25.8503142013
725,441,442,droga dla rowerow,2,1.70627219693
726,1014,1015,droga dla rowerow,2,3.06789503243
727,1016,1017,droga dla rowerow,2,1.94890589306
728,1018,1019,strefa ruchu uspokojonego 20 i 30 km/h,2,2.0646
729,1020,1021,droga dla rowerow,2,3.01751314827
730,1022,1023,droga dla rowerow,2,sty.03
731,1024,1025,strefa ruchu uspokojonego 20 i 30 km/h,2,2.11081368671
732,327,1026,strefa ruchu uspokojonego 20 i 30 km/h,2,75.1251227529
733,1027,1028,strefa ruchu uspokojonego 20 i 30 km/h,2,185.075539724
734,1027,874,strefa ruchu uspokojonego 20 i 30 km/h,2,192.852037599
735,1029,1030,strefa ruchu uspokojonego 20 i 30 km/h,2,353.578411358
736,1031,806,droga dla rowerow,2,3.60107876198
737,1031,1032,lacznik drogowy,1,8.9557044533
738,1033,44,lacznik drogowy,2,1582.62700887
739,1034,1035,strefa ruchu uspokojonego 20 i 30 km/h,2,12.8424859354
740,1036,1037,pas ruchu dla rowerow,1,54.3875997611
741,1037,1038,droga dla rowerow,2,5.7815337939
742,1039,1040,droga dla rowerow,1,125.083753361
743,1041,1033,lacznik drogowy,2,38.613633971
744,1042,1041,lacznik drogowy,2,16.394119184
745,1043,1039,droga dla rowerow,1,113.963918153
746,730,1044,droga dla rowerow,1,89.6463176572
747,1045,1046,droga dla rowerow,1,205.928448653
748,1047,729,droga dla rowerow,1,7.74240156863
749,1048,1049,droga dla pieszych i rowerow,2,78.2373688436
750,1050,1051,droga dla pieszych i rowerow,2,207.633910134
751,1052,1053,droga dla pieszych i rowerow,2,121.288785242
752,1054,1055,droga dla pieszych i rowerow,2,16.3248714372
753,1056,1054,droga dla pieszych i rowerow,2,5.00003468511
754,1049,1057,droga dla pieszych i rowerow,2,112.649026703
755,1058,1059,droga dla pieszych i rowerow,2,34.769696786
756,1060,1061,droga dla pieszych i rowerow,2,3.70933987793
757,218,1060,droga dla pieszych i rowerow,2,4.37231101593
758,1062,1063,droga dla pieszych i rowerow,2,145.941510667
759,1064,829,strefa ruchu uspokojonego 20 i 30 km/h,2,100.086277087
760,829,1065,strefa ruchu uspokojonego 20 i 30 km/h,2,94.1780937695
761,1066,1067,strefa ruchu uspokojonego 20 i 30 km/h,2,67.3839265979
